Account,Default Radar Template,Name,Team,Competition,Competition Type,Competition Rank,Season,Nationality,Country Code,Date of Birth,Age,Woman Player?,Team Color 1,Team Color 2,Player Id,Player Name,First Name,Last Name,Nickname,Weight,Height,Birth Date,Country Id,Country,Team Id,Team Color 1st,Team Color 2nd,Competition Id,Competition Name,Season Id,Seasons,Primary Position,Secondary Position,Most Recent Match,Player SBData Id,90s Played,Appearances,Minutes Played,Starting Appearances,Scoring Contribution,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbles Successfully Defended%,PAdj Tackles,Tack/Dribbled Past%,xGBuildup,Pass Forward%,Long Ball%,Passing%,Pressured Pass%,OBV
174,Centre Back,Adam Jackson,Lincoln City,League One,1,3,2024/2025,England,gb-eng,1994-05-18,31,false,#f9413f,#05348e,9098,Adam Jackson,Adam,Jackson,,80,187,1994-05-18,618,England,480858,#f9413f,#05348e,1004,League One,1317,2024/2025,Right Centre Back,Left Centre Back,2025-04-26 14:00:00.0,4579,27.082592,27,2437.4333,26,0.14769635,1.0775617,0.6666666666666666,4.5047383,0.73333335,0.78027797,0.8717948717948718,0.29356045,0.3888888888888889,0.3673469387755102,0.6507936507936508,0.427536231884058,0.05654616
174,Centre Back,Adam Long,Fylde,National League,1,5,2024/2025,England,gb-eng,2000-11-11,24,false,#003C7F,#EF2E1F,5556554,Adam Long,Adam,Long,,76,184,2000-11-11,618,England,930571,#003C7F,#EF2E1F,1065,National League,1317,2024/2025,Left Centre Back,Left Back,2025-05-05 14:00:00.0,47358,16.192963,18,1457.3667,15,0.123510435,0.5552835,0.5161290322580645,2.9642506,0.5,0.60569614,0.7894736842105263,0.101081006,0.33612040133779264,0.43023255813953487,0.7775919732441472,0.5925925925925926,0.035271537
174,Centre Back,Adebola Olowu,Barnet,National League,1,5,2024/2025,England,gb-eng,1999-06-17,25,false,#F08013,#00AB79,14109761,Adebola Olowu,,,,,191,1999-06-17,618,England,924789,#F08013,#00AB79,1065,National League,1317,2024/2025,Centre Back,Left Centre Back,2025-05-05 14:00:00.0,64411,35.231853,35,3170.8667,32,0.17030044,1.5090079,0.7038461538461539,5.1941633,0.7,1.7804903,0.8541666666666666,0.5443453,0.19735553379040158,0.6809815950920245,0.8839373163565132,0.7127659574468085,0.122886695
174,Centre Back,Aden Flint,Mansfield Town,League One,1,3,2024/2025,England,gb-eng,1989-07-11,35,false,#e6b242,#025490,629733,Aden Flint,Aden,Flint,,76,197,1989-07-11,618,England,480841,#e6b242,#025490,1004,League One,1317,2024/2025,Centre Back,Right Centre Back,2025-05-03 14:00:00.0,9581,19.144442,36,1722.9998,14,0.052234482,0.6964056,0.7077625570776256,8.096344,0.375,1.0647737,0.6363636363636364,0.3826754,0.36744759556103573,0.47619047619047616,0.6744759556103576,0.42777777777777776,0.052536737
174,Centre Back,Adrian Mariappa,Wealdstone,National League,1,5,2024/2025,Jamaica,jm,1986-10-03,38,false,#008147,#d0362e,981,Adrian Mariappa,Adrian,Mariappa,,78,179,1986-10-03,1034,Jamaica,682947,#008147,#d0362e,1065,National League,1317,2024/2025,Left Centre Back,Centre Back,2025-05-05 14:00:00.0,3731,37.831112,41,3404.8,33,0.0,0.644619,0.7232142857142857,4.28219,0.5277778,1.0622001,0.7142857142857143,0.24303846,0.36363636363636365,0.5568181818181818,0.7922077922077922,0.6608695652173913,0.08792476
174,Centre Back,Aiden Baldwin,Bradford City,League Two,1,4,2024/2025,England,gb-eng,1997-06-10,27,false,#84424a,#fcb850,5853636,Aiden Baldwin,,,,70,183,1997-06-10,618,England,466603,#84424a,#fcb850,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-04-26 11:30:00.0,10629,31.597588,32,2843.783,30,0.031647984,1.2614603,0.6120218579234973,3.5445745,0.5555556,1.210288,0.75,0.42975104,0.379182156133829,0.4774193548387097,0.7197026022304833,0.6170212765957447,0.07044471
174,Centre Back,Akil Wright,Ross County,Premiership,1,1,2024/2025,England,gb-eng,1996-05-13,29,false,#ED1B24,#01075F,14152505,Akil Wright,,,,73,183,1996-05-13,618,England,904838,#ED1B24,#01075F,1051,Premiership,1317,2024/2025,Right Centre Back,Right Wing Back,2025-05-18 14:00:00.0,312303,40.634075,37,3657.0667,37,0.12304944,0.94714034,0.6929824561403509,3.8883622,0.7692308,1.3307575,0.8653846153846154,0.20049429,0.35443037974683544,0.4634146341463415,0.7294303797468354,0.6581196581196581,0.16660911
174,Centre Back,Akin Famewo,Sheffield Wednesday,Championship,1,2,2024/2025,England,gb-eng,1998-11-09,26,false,#005db5,#ecca06,6521418,Akin Famewo,,,,66,188,1998-11-09,618,England,106,#005db5,#ecca06,1003,Championship,1317,2024/2025,Left Centre Back,,2025-04-18 14:00:00.0,11947,11.307592,13,1017.68335,11,0.08843615,1.0871528,0.6153846153846154,3.537446,0.5,1.4554434,0.8076923076923077,0.2582188,0.30443548387096775,0.41509433962264153,0.8165322580645161,0.6351351351351351,0.07487304
174,Centre Back,Alan Massey,Maidenhead United,National League,1,5,2024/2025,England,gb-eng,1989-01-11,36,false,#DB4F45,#FAE761,14107222,Alan Massey,,,,76,180,1989-01-11,618,England,930565,#DB4F45,#FAE761,1065,National League,1317,2024/2025,Left Centre Back,Right Centre Back,2025-05-05 14:00:00.0,50732,16.193148,21,1457.3833,13,0.0,1.1492844,0.6095238095238096,3.9522889,0.5,0.9569666,0.7297297297297297,0.17424387,0.456,0.5125,0.616,0.5972222222222222,-0.020145863
174,Centre Back,Alexandros Gogić,St Mirren,Premiership,1,1,2024/2025,Cyprus,cy,1994-04-13,31,false,#ffeb00,#52267f,8353827,Alexandros Gogić,,,,83,185,1994-04-13,61926,Cyprus,480863,#ffeb00,#52267f,1051,Premiership,1317,2024/2025,Centre Back,Right Centre Back,2025-05-17 11:30:00.0,22383,36.957222,35,3326.15,34,0.05411662,0.65713483,0.6474358974358975,2.7328894,0.5625,0.7870309,0.75,0.18853764,0.3539906103286385,0.5150214592274678,0.7361502347417841,0.5868263473053892,-9.800771E-4
174,Centre Back,Alex Bannon,Burton Albion,League One,1,3,2024/2025,Scotland,gb-sct,2003-09-16,21,false,#0c2a8e,#959595,14133858,Alex Bannon,,,,,,2003-09-16,522,Scotland,53376,#0c2a8e,#959595,1004,League One,1317,2024/2025,Right Centre Back,Right Back,2024-11-26 21:45:00.0,169945,8.696667,9,782.7,9,0.0,0.6632561,0.5555555555555556,2.8746645,0.32,2.4331944,0.5952380952380952,0.2858674,0.29829545454545453,0.3684210526315789,0.7301136363636364,0.6290322580645161,0.16105819
174,Centre Back,Alex Hartridge,Wycombe Wanderers,League One,1,3,2024/2025,England,gb-eng,1999-03-09,26,false,#b6db69,#76bcde,8323763,Alex Hartridge,,,,84,185,1999-03-09,618,England,480838,#b6db69,#76bcde,1004,League One,1317,2024/2025,Left Centre Back,Left Back,2025-01-04 17:00:00.0,22377,5.129815,6,461.68335,5,0.19493881,0.91584104,0.6923076923076923,7.0177965,0.33333334,1.1498864,0.7777777777777778,0.25721082,0.35344827586206895,0.34210526315789475,0.7327586206896551,0.6875,0.047827747
174,Centre Back,Alex Hartridge,Exeter City,League One,1,3,2024/2025,England,gb-eng,1999-03-09,26,false,#e50038,#ffff00,8323763,Alex Hartridge,,,,84,185,1999-03-09,618,England,480848,#e50038,#ffff00,1004,League One,1317,2024/2025,Left Centre Back,Left Back,2025-05-03 14:00:00.0,22377,19.571297,18,1761.4166,18,0.10219048,1.3936071,0.6703296703296703,3.1168094,0.75,1.0537857,0.7941176470588235,0.20079899,0.4039800995024876,0.3177966101694915,0.6398009950248756,0.5419847328244275,0.24448067
174,Centre Back,Alex Iacovitti,St Mirren,Premiership,1,1,2024/2025,Scotland,gb-sct,1997-09-02,27,false,#ffeb00,#52267f,634263,Alex Iacovitti,Alex,Iacovitti,,68,193,1997-09-02,522,Scotland,480863,#ffeb00,#52267f,1051,Premiership,1317,2024/2025,Centre Back,Left Centre Back,2025-05-17 11:30:00.0,24751,10.04963,13,904.46674,8,0.099506155,0.56064373,0.6309523809523809,5.2738256,0.75,0.9991331,0.9230769230769231,0.25190827,0.41896024464831805,0.49122807017543857,0.6330275229357798,0.4864864864864865,0.08461204
174,Centre Back,Alex Kirk,Sutton United,National League,1,5,2024/2025,England,gb-eng,2002-10-27,22,false,#D09D2D,#183E15,14126323,Alex Kirk,,,,,,2002-10-27,618,England,934022,#D09D2D,#183E15,1065,National League,1317,2024/2025,Centre Back,Left Centre Back,2025-02-22 17:00:00.0,134856,10.399999,11,935.9999,9,0.09615386,0.4177946,0.6222222222222222,2.692308,0.6666667,0.85061324,0.8333333333333334,0.16654961,0.36082474226804123,0.43010752688172044,0.7551546391752577,0.6119402985074627,0.14189775
174,Centre Back,Alex Mitchell,Charlton Athletic,League One,1,3,2024/2025,England,gb-eng,2001-10-07,23,false,#ff131a,#959595,14116952,Alex Mitchell,,,,,191,2001-10-07,618,England,94,#ff131a,#959595,1004,League One,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 14:00:00.0,113767,28.59222,31,2573.2998,26,0.10492365,1.0104061,0.625,4.022073,0.65789473,1.5165875,0.7192982456140351,0.23393236,0.42857142857142855,0.3936651583710407,0.6650524616626311,0.5242718446601942,0.20175828
174,Centre Back,Alex Whitmore,Solihull Moors,National League,1,5,2024/2025,England,gb-eng,1995-09-07,29,false,#005AA3,#FEF102,5526256,Alex Whitmore,,,,68,180,1995-09-07,618,England,930578,#005AA3,#FEF102,1065,National League,1317,2024/2025,Left Centre Back,Centre Back,2025-05-05 14:00:00.0,4905,47.268143,44,4254.133,43,0.08462359,1.2445626,0.7142857142857143,6.34677,0.47368422,1.1329236,0.7966101694915254,0.31269535,0.32887700534759357,0.4385593220338983,0.7486631016042781,0.5733634311512416,0.10263435
174,Centre Back,Alfie Dorrington,Aberdeen,Premiership,1,1,2024/2025,England,gb-eng,2005-04-20,20,false,#c90624,#99e286,14125161,Alfie Dorrington,,,,75,180,2005-04-20,618,England,480864,#c90624,#99e286,1051,Premiership,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-14 19:00:00.0,133198,10.497964,12,944.8167,8,0.09525657,1.958715,0.5,2.190901,0.5,1.3437501,0.7333333333333333,0.32691565,0.2424778761061947,0.46511627906976744,0.8070796460176991,0.6823529411764706,0.039335933
174,Centre Back,Alfie Jones,Hull City,Championship,1,2,2024/2025,England,gb-eng,1997-10-07,27,false,#f9a61a,#959595,8401082,Alfie Jones,Alfie,Jones,,70,191,1997-10-07,618,England,100,#f9a61a,#959595,1003,Championship,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-03 11:30:00.0,13167,41.084816,41,3697.6333,37,0.0,1.2484479,0.654320987654321,2.5800288,0.5862069,0.77762914,0.6666666666666666,0.34944555,0.23726758286176233,0.47126436781609193,0.8528698464025869,0.706766917293233,0.15860881
174,Centre Back,Alfie Kilgour,Mansfield Town,League One,1,3,2024/2025,England,gb-eng,1998-05-18,27,false,#e6b242,#025490,9229949,Alfie Kilgour,,,,75,188,1998-05-18,618,England,480841,#e6b242,#025490,1004,League One,1317,2024/2025,Right Centre Back,Centre Back,2025-04-21 14:00:00.0,24156,8.106667,17,729.6,7,0.0,1.0518636,0.8163265306122449,4.934211,0.5,1.0819513,0.6428571428571429,0.4104608,0.36787564766839376,0.43661971830985913,0.7253886010362695,0.6956521739130435,0.009622768
174,Centre Back,Amadou Mbengue,Reading,League One,1,3,2024/2025,Senegal,sn,2002-01-05,23,false,#1a24b7,#fe0000,14126350,Amadou Salif Mbengue,,,Amadou Mbengue,,180,2002-01-05,263,Senegal,115,#1a24b7,#fe0000,1004,League One,1317,2024/2025,Right Centre Back,Left Back,2025-05-03 14:00:00.0,134918,35.550743,34,3199.567,33,0.028128808,1.2486452,0.5882352941176471,2.2503047,0.6041667,2.3407912,0.7878787878787878,0.35239008,0.36961869618696186,0.43658536585365854,0.6961869618696187,0.6145833333333334,0.24968292
174,Centre Back,Amari'i Bell,Luton Town,Championship,1,2,2024/2025,Jamaica,jm,1994-05-05,31,false,#f78f1e,#949494,2437,Amari'i Bell,Amari'i,Bell,Amari'i Bell,66,180,1994-05-05,1034,Jamaica,480840,#f78f1e,#949494,1003,Championship,1317,2024/2025,Left Centre Back,Left Wing Back,2025-05-03 11:30:00.0,4128,32.791855,31,2951.2668,31,0.0,0.79874736,0.5252525252525253,1.5857596,0.575,1.2579132,0.7313432835820896,0.2352036,0.40632411067193674,0.4117647058823529,0.7565217391304347,0.7172774869109948,0.20338185
174,Centre Back,Anders Hagelskjaer,Wycombe Wanderers,League One,1,3,2024/2025,Denmark,dk,1997-02-16,28,false,#b6db69,#76bcde,12116144,Anders Hagelskjaer,Anders,Hagelskjaer,,84,192,1997-02-16,248,Denmark,480838,#b6db69,#76bcde,1004,League One,1317,2024/2025,Left Centre Back,,2025-02-01 17:00:00.0,29277,0.42407408,2,38.166668,0,0.0,0.0,1.0,2.3580785,,0.0,,0.0,0.25,0.0,0.5,1.0,-0.055852357
174,Centre Back,Andrew Hughes,Preston North End,Championship,1,2,2024/2025,Wales,gb-wls,1992-06-05,32,false,#0c2a8e,#959595,5794801,Andrew Hughes,Andrew,Hughes,,75,188,1992-06-05,979,Wales,103,#0c2a8e,#959595,1003,Championship,1317,2024/2025,Left Centre Back,Left Back,2025-05-03 11:30:00.0,4083,39.31093,40,3537.9834,36,0.02543822,0.8912559,0.676595744680851,4.044677,0.7209302,1.7059361,0.8315789473684211,0.32033768,0.35930937937470836,0.3712374581939799,0.7592160522631825,0.547945205479452,0.12967
174,Centre Back,Andrew Smith,Gillingham,League Two,1,4,2024/2025,England,gb-eng,2001-09-11,23,false,#1a5dad,#be473f,14128878,Andrew John Smith,,,Andrew Smith,,,2001-09-11,618,England,466596,#1a5dad,#be473f,1005,League Two,1317,2024/2025,Right Centre Back,Right Back,2025-04-01 20:45:00.0,141047,13.131296,12,1181.8167,12,0.0,1.7183839,0.5871559633027523,4.8738523,0.52380955,2.3232713,0.7297297297297297,0.161887,0.4,0.4810126582278481,0.7191011235955056,0.5904761904761905,0.011470809
174,Centre Back,Anel Ahmedhodžić,Sheffield United,Championship,1,2,2024/2025,Bosnia and Herzegovina,ba,1999-03-26,26,false,#ee2227,#ccc522,973196,Anel Ahmedhodžić,Anel,Ahmedhodzic,,84,192,1999-03-26,506,Bosnia and Herzegovina,102,#ee2227,#ccc522,1003,Championship,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-24 14:01:00.0,27652,41.64556,41,3748.1003,38,0.09604866,1.627677,0.6267605633802817,2.1370826,0.68421054,1.6367636,0.8378378378378378,0.35964245,0.22105788423153694,0.5533333333333333,0.8997005988023952,0.754863813229572,0.12301529
174,Centre Back,Angelo Ogbonna,Watford,Championship,1,2,2024/2025,Italy,it,1988-05-23,37,false,#ee1c25,#ffe200,18845,Angelo Obinze Ogbonna,Angelo,Ogbonna,Angelo Ogbonna,86,191,1988-05-23,1,Italy,90,#ee1c25,#ffe200,1003,Championship,1317,2024/2025,Centre Back,,2025-01-18 17:00:00.0,3843,4.7720366,6,429.4833,5,0.0,1.8317295,0.6,1.8859873,1.0,1.457467,1.0,0.39328578,0.18777292576419213,0.625,0.9039301310043668,0.7727272727272727,0.27230233
174,Centre Back,Angus MacDonald,Aberdeen,Premiership,1,1,2024/2025,England,gb-eng,1992-10-15,32,false,#c90624,#99e286,966787,Angus MacDonald,Angus,MacDonald,,70,184,1992-10-15,618,England,480864,#c90624,#99e286,1051,Premiership,1317,2024/2025,Right Centre Back,Left Centre Back,2025-01-05 16:30:00.0,11506,4.235185,5,381.16666,4,0.0,0.601127,0.7307692307692307,4.4862266,0.0,0.6588367,0.5,0.33467683,0.2850678733031674,0.5588235294117647,0.8461538461538461,0.6428571428571429,0.20233648
174,Centre Back,Angus MacDonald,Exeter City,League One,1,3,2024/2025,England,gb-eng,1992-10-15,32,false,#e50038,#ffff00,966787,Angus MacDonald,Angus,MacDonald,,70,184,1992-10-15,618,England,480848,#e50038,#ffff00,1004,League One,1317,2024/2025,Centre Back,Right Centre Back,2025-04-26 14:00:00.0,11506,15.418334,15,1387.65,14,0.064857855,0.7420437,0.6785714285714286,3.6968975,0.7777778,0.8255758,0.8,0.2942084,0.30877742946708464,0.543859649122807,0.7852664576802508,0.6081081081081081,0.046446864
174,Centre Back,Anthony O'Connor,Harrogate Town,League Two,1,4,2024/2025,Republic of Ireland,ie,1992-10-25,32,false,#E3D151,#3F93BE,2944,Anthony O'Connor,Anthony,O'Connor,Anthony O'Connor,77,188,1992-10-25,1166,Republic of Ireland,924791,#E3D151,#3F93BE,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 14:00:00.0,9687,48.784256,45,4390.583,45,0.040996835,1.4469151,0.7166666666666667,6.1700234,0.62068963,0.89992464,0.8356164383561644,0.24373966,0.3525136281041793,0.45,0.7032101756511205,0.5833333333333334,0.08686498
174,Centre Back,Anthony Stewart,Ebbsfleet United,National League,1,5,2024/2025,England,gb-eng,1992-09-18,32,false,#ED1C24,#FFF200,5820574,Anthony Stewart,,,,76,183,1992-09-18,618,England,930566,#ED1C24,#FFF200,1065,National League,1317,2024/2025,Right Centre Back,Centre Back,2025-03-29 17:00:00.0,9503,19.357409,19,1742.1667,18,0.051659808,0.68376034,0.7572815533980582,4.029465,0.53333336,1.1837373,0.8108108108108109,0.257178,0.4294385432473445,0.37168141592920356,0.6752655538694993,0.5575221238938053,0.012695491
174,Centre Back,Toto Nsiala,Shrewsbury Town,League One,1,3,2024/2025,DR Congo,cd,1992-03-25,33,false,#002a5c,#977f30,4878053,Aristote Nsiala,Aristote,Nsiala,Toto Nsiala,83,193,1992-03-25,2160,DR Congo,466601,#002a5c,#977f30,1004,League One,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 14:00:00.0,4079,17.182405,20,1546.4165,16,0.05819907,0.4808162,0.6666666666666666,4.888722,0.64705884,0.91080064,0.7428571428571429,0.2594395,0.4100877192982456,0.46788990825688076,0.6776315789473685,0.5514018691588785,0.07414924
174,Centre Back,Ashley Famiwuya Phillips,Stoke City,Championship,1,2,2024/2025,England,gb-eng,2005-06-26,19,false,#fa0203,#190b7c,14125789,Ashley Famiwuya Phillips,,,,85,196,2005-06-26,618,England,114,#fa0203,#190b7c,1003,Championship,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 11:30:00.0,133959,37.19926,35,3347.9333,35,0.0,1.0386024,0.5544041450777202,2.8764012,0.7777778,0.55793244,0.9,0.28799996,0.23958333333333334,0.40397350993377484,0.8404947916666666,0.6473214285714286,0.07900275
174,Centre Back,Ashley Palmer,Chesterfield,League Two,1,4,2024/2025,England,gb-eng,1992-11-09,32,false,#004691,#EE3C3F,14107197,Ashley Palmer,,,,76,185,1992-11-09,618,England,934017,#004691,#EE3C3F,1005,League Two,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-16 19:00:00.0,50702,18.675926,17,1680.8334,17,0.21417946,1.6721386,0.7066666666666667,5.675756,0.7058824,2.0539281,0.7647058823529411,0.5401778,0.2618595825426945,0.625,0.8747628083491461,0.6838709677419355,0.16433308
174,Centre Back,Auston Trusty,Sheffield United,Championship,1,2,2024/2025,USA,us,1998-08-12,26,false,#ee2227,#ccc522,980152,Auston Trusty,Auston,Trusty,,84,191,1998-08-12,916,USA,102,#ee2227,#ccc522,1003,Championship,1317,2024/2025,Left Centre Back,,2024-08-24 17:00:00.0,12359,1.0701852,1,96.316666,1,0.0,1.4168522,0.6666666666666666,1.8688354,,0.7084261,1.0,0.25284377,0.18,0.8333333333333334,0.98,1.0,0.10272745
174,Centre Back,Auston Trusty,Celtic,Premiership,1,1,2024/2025,USA,us,1998-08-12,26,false,#05804E,#F6DC01,980152,Auston Trusty,Auston,Trusty,,84,191,1998-08-12,916,USA,440352,#05804E,#F6DC01,1051,Premiership,1317,2024/2025,Left Centre Back,Right Centre Back,2025-05-14 19:00:00.0,12359,23.274261,22,2094.6836,22,0.08593183,1.5619309,0.7012195121951219,4.94108,0.55,2.659392,0.7727272727272727,1.1480111,0.1818936877076412,0.9025974025974026,0.9364617940199336,0.7345971563981043,0.10458511
174,Centre Back,Ayodeji Joshua Oluwapelumi Akinola Elerewe,Bromley,League Two,1,4,2024/2025,England,gb-eng,2003-09-14,21,false,#d52029,#f7d8bb,14124436,Ayodeji Joshua Oluwapelumi Akinola Elerewe,,,,,191,2003-09-14,618,England,682946,#d52029,#f7d8bb,1005,League Two,1317,2024/2025,Left Centre Back,Right Centre Back,2025-05-03 14:00:00.0,132325,17.803518,17,1602.3167,17,0.05616867,1.2021066,0.7053571428571429,4.437325,0.6666667,0.8296518,0.8636363636363636,0.25801888,0.36492890995260663,0.4838709677419355,0.6658767772511849,0.6083333333333333,0.13854638
174,Centre Back,Baily Cargill,Mansfield Town,League One,1,3,2024/2025,England,gb-eng,1995-07-05,29,false,#e6b242,#025490,288164,Baily Cargill,Baily,Cargill,,87,189,1995-07-05,618,England,480841,#e6b242,#025490,1004,League One,1317,2024/2025,Left Centre Back,Left Back,2025-05-03 14:00:00.0,4822,32.269444,34,2904.2498,34,0.06197814,1.2031839,0.6556603773584906,4.307481,0.5205479,2.378812,0.6695652173913044,0.35334733,0.4121821407451212,0.3932291666666667,0.6782968657599053,0.5616438356164384,0.19099507
